VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","-
","-
","-
","-
","-
","2
","1
","2
","1
","
","
","611.9828
","U
","0701463
","04360
","4
","0660
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","611.9828
","U
","0701463
","04360
","4
","0660
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","611.9828
","U
","0701463
","04360
","4
","0660
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","649.4833
","U
","0701470
","04370
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","649.4833
","U
","0701470
","04370
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","649.4833
","U
","0701470
","04370
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","649.4833
","U
","0701470
","04370
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","649.4833
","U
","0701470
","04370
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","626.5942
","U
","0701503
","04380
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","626.5942
","U
","0701503
","04380
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","626.5942
","U
","0701503
","04380
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","626.5942
","U
","0701503
","04380
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","747.0167
","U
","0701589
","04390
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","747.0167
","U
","0701589
","04390
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","747.0167
","U
","0701589
","04390
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","747.0167
","U
","0701589
","04390
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","747.0167
","U
","0701589
","04390
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","2
","02
","4
","677.0736
","U
","0701618
","04400
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","677.0736
","U
","0701618
","04400
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","677.0736
","U
","0701618
","04400
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","677.0736
","U
","0701618
","04400
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","677.0736
","U
","0701618
","04400
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","754.1311
","U
","0701641
","04410
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","754.1311
","U
","0701641
","04410
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","8
","1
","
","
","754.1311
","U
","0701641
","04410
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","3
","1
","1
","1
","
","
","754.1311
","U
","0701641
","04410
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","754.1311
","U
","0701641
","04410
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","584.8825
","U
","0701718
","04420
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","584.8825
","U
","0701718
","04420
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","584.8825
","U
","0701718
","04420
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","584.8825
","U
","0701718
","04420
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","584.8825
","U
","0701718
","04420
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","660.1497
","U
","0701844
","04430
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","660.1497
","U
","0701844
","04430
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","660.1497
","U
","0701844
","04430
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","660.1497
","U
","0701844
","04430
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","775.5912
","U
","0701845
","04440
","4
","0660
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","775.5912
","U
","0701845
","04440
","4
","0660
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","6
","1
","
","
","775.5912
","U
","0701845
","04440
","4
","0660
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","775.5912
","U
","0701845
","04440
","4
","0660
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","665.4098
","U
","0701877
","04450
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","665.4098
","U
","0701877
","04450
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","665.4098
","U
","0701877
","04450
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","665.4098
","U
","0701877
","04450
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","665.4098
","U
","0701877
","04450
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","587.739
","U
","0701897
","04460
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","587.739
","U
","0701897
","04460
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","587.739
","U
","0701897
","04460
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","610.3122
","U
","0701900
","04470
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","610.3122
","U
","0701900
","04470
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","610.3122
","U
","0701900
","04470
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","610.3122
","U
","0701900
","04470
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","809.5819
","U
","0701931
","04480
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","809.5819
","U
","0701931
","04480
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","809.5819
","U
","0701931
","04480
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","809.5819
","U
","0701931
","04480
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","809.5819
","U
","0701931
","04480
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","556.2834
","U
","0701953
","04490
","4
","0660
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","556.2834
","U
","0701953
","04490
","4
","0660
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","556.2834
","U
","0701953
","04490
","4
","0660
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","556.2834
","U
","0701953
","04490
","4
","0660
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","556.2834
","U
","0701953
","04490
","4
","0660
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","2
","02
","5
","705.2207
","U
","0701975
","04500
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","3
","1
","2
","1
","
","
","705.2207
","U
","0701975
","04500
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","705.2207
","U
","0701975
","04500
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","705.2207
","U
","0701975
","04500
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","705.2207
","U
","0701975
","04500
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","796.3101
","U
","0702007
","04510
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","796.3101
","U
","0702007
","04510
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","796.3101
","U
","0702007
","04510
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","796.3101
","U
","0702007
","04510
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","802.0565
","U
","0702013
","04520
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","802.0565
","U
","0702013
","04520
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","7
","2
","02
","4
","802.0565
","U
","0702013
","04520
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","802.0565
","U
","0702013
","04520
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","802.0565
","U
","0702013
","04520
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","709.0432
","U
","0702022
","04530
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","709.0432
","U
","0702022
","04530
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","709.0432
","U
","0702022
","04530
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","2
","1
","2
","1
","
","
","709.0432
","U
","0702022
","04530
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","709.0432
","U
","0702022
","04530
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","636.2678
","U
","0702058
","04540
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","636.2678
","U
","0702058
","04540
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","636.2678
","U
","0702058
","04540
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","636.2678
","U
","0702058
","04540
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","636.2678
","U
","0702058
","04540
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","682.1849
","U
","0702088
","04550
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","682.1849
","U
","0702088
","04550
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","682.1849
","U
","0702088
","04550
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
